"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Čtverák"
	"DOTA_VisualNovel_seasonal_quartero_Heading_generic"		"Čtverák"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-1_Quartero_0"		"Vítej u Čtverákových cetek!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-2_Quartero_0"		"Čtverák Rozdavačný ke tvým službám!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-3_Quartero_0"		"Vítej, hrdino! Neváhej a přistup blíž!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-4_Quartero_0"		"V čem je háček? V tom, že to nemá ŽÁDNÝ háček! Takže vlastně jeden háček!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-5_Quartero_0"		"Vše, co tu mám, je k nezaplacení! A tím myslím, že za to nic nezaplatíš!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-6_Quartero_0"		"Čtverákovy cetky. Kde nic nemá cenu, ale není to bezcenné!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-7_Quartero_0"		"Moje kletba – tvoje výhra!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-8_Quartero_0"		"Mé poklady jsou k nezaplacení! Doslova!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-9_Quartero_0"		"Přistup blíž!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-10_Quartero_0"		"Vítej v mém skromném krámku u cesty! Vše, co je na dekách, je ti k dispozici!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-11_Quartero_0"		"Tohle všechno může být tvé!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-12_Quartero_0"		"Tragický příběh na vyžádání! A vlastně i bez něj!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-13_Quartero_0"		"Má štědrost nemá mezí!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-14_Quartero_0"		"Hle, hrdina! Zákazník, kterého nemohu odmítnout!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-15_Quartero_0"		"Tolik předmětů... a ani jeden nemá cenovku!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-16_Quartero_0"		"Cetky a poklady pro hrdiny i vévody!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-17_Quartero_0"		"Má štědrost nezná díky starobylé kletbě mezí!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-18_Quartero_0"		"Má štědrost je bezmezná! Ať se mi to líbí, nebo ne!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-19_Quartero_0"		"Vítej u Čtverákových cetek! Kde je všechno ZDARMA a já musím předstírat, že z toho mám radost."
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-20_Quartero_0"		"Já jsem Čtverák, zeptej se mě na můj tragický příběh!"
	"DOTA_VisualNovel_seasonal_quartero_Dialogue_generic-21_Quartero_0"		"Můj tragický příběh je zdarma ke každému nákupu!"
	"DOTA_VisualNovel_seasonal_fall_2025_Actor_Quartero"		"Čtverák"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-01"		"Witch Doctor – Papa Wanga"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-02"		"Vengeful Spirit – Maledictions of Morrigan"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-03"		"Legion Commander – Drakon's Deed"
	"DOTA_VisualNovel_seasonal_fall_2025_Heading_itemset-04"		"Legion Commander – Drakon's Ire"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward__title_0"		"Papa Wanga's Poppet"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_0"		"Hle, hrdina! Vítej u Čtverákových cetek!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_1"		"Tak pojď blíž, nestůj tam u kraje cesty!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_2"		"Přistup k mému krámku! Je hned tady na druhém kraji cesty!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_3"		"Mně říkají Čtverák a jsem vlastníkem tohohle podniku."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_4"		"Nebo alespoň tohohle malého kousku krajnice, který jsem si přivlastnil."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_5"		"Dovol mi rozvinout deky, aby sis mohl pořádně prohlédnout mé cenné poklady."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_6"		"Můžu ti něco nabídnout? Nedal by sis sardinku? Zrovna mám otevřenou konzervu."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_7"		"Ne? Tak se pustíme do obchodování!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_8"		"Neměl bych to dělat, ale co už."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-ward_Quartero_9"		"Vidíš tohohle prcka? Je tvůj. Zadarmo. Jen za to, že jsi můj první dnešní zákazník."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head__title_0"		"Papa Wanga's Mask"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_0"		"Můžu být upřímný? Vypadáš jako vandrák, příteli."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_1"		"Pochopitelně s puncem hrdiny a ve smyslu nespoutaného dobrodružství, ale taky trochu ve smyslu prostého bezdomovectví."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_2"		"Naštěstí jsi narazil na mě. Na, vyzkoušej si tuhle voodoo masku."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_3"		"Čistě dekorativní. Tedy dokud neproneseš nějaká voodoo zaklínadla. To by ti nechala SCVRKNOUT hlavu."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_4"		"Tak. Teď se chvíli nehýbej, ať si tě prohlédnu."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-head_Quartero_5"		"Ach ano. Ano, ano, ano. Vypadáš... náramně!"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt__title_0"		"Papa Wanga's Belt"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_0"		"Jak už sis určitě stihl všimnout, neprodávám tady kalhoty pro rolníky."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_1"		"Ne, mé artikly jsou nedocenitelné a pouze pro ty skutečně výjimečné."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_2"		"Pro krále, vojevůdce, polobohy... zkrátka hrdiny, jako jsi ty."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_3"		"Na, vyzkoušej si tenhle obrovský kostěný falus."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-belt_Quartero_4"		"Hm, ano. Ano! Tobě sedí. Tobě vážně sedí."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back__title_0"		"Papa Wanga's Backplate"
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_0"		"Dovolím si tě přerušit, než to sám řekneš. Prodavač ďábelského vzezření..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_1"		"Skutečnost, že tyto předměty jsou evidentně nevyčíslitelně cenné..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_2"		"Skutečnost, že jsem se ještě ani slovem NEZMÍNIL o ceně..."
	"DOTA_VisualNovel_seasonal_fall_2025_Dialogue_itemset-01-back_Quartero_3"		"A skutečnost, že stojíme o půlnoci na rozcestí..."
